0 , BANANAS, 4899, -30, 4893, 1, 6
0 , PEARLS, 10005, -30, 9998, 1, 7
100 , BANANAS, 4896, -7, 4892, 31, 4
100 , PEARLS, 10002, -6, 9996, 1, 6
200 , BANANAS, 4899, -22, 4892, 22, 7
200 , PEARLS, 10004, -1, 9996, 1, 8
300 , BANANAS, 4899, -2, 4893, 25, 6
300 , PEARLS, 9998, -3, 9996, 2, 2
400 , BANANAS, 4899, -25, 4894, 5, 5
400 , PEARLS, 10004, -2, 9998, 5, 6
500 , BANANAS, 4899, -24, 4893, 24, 6
500 , PEARLS, 10004, -2, 10002, 1, 2
600 , BANANAS, 4897, -9, 4892, 26, 5
600 , PEARLS, 10002, -9, 9996, 2, 6
700 , BANANAS, 4898, -27, 4892, 7, 6
700 , PEARLS, 10005, -27, 9998, 7, 7
800 , BANANAS, 4898, -26, 4891, 26, 7
800 , PEARLS, 10005, -26, 9995, 26, 10
900 , BANANAS, 4898, -29, 4892, 2, 6
900 , PEARLS, 10004, -2, 9996, 2, 8
1000 , BANANAS, 4897, -2, 4891, 28, 6
1000 , PEARLS, 10004, -2, 9996, 2, 8
1100 , BANANAS, 4898, -25, 4891, 25, 7
1100 , PEARLS, 10004, -2, 9996, 2, 8
1200 , BANANAS, 4898, -30, 4892, 9, 6
1200 , PEARLS, 10004, -2, 9998, 9, 6
1300 , BANANAS, 4892, -4, 4891, 1, 1
1300 , PEARLS, 10004, -1, 9996, 1, 8
1400 , BANANAS, 4897, -26, 4891, 1, 6
1400 , PEARLS, 10004, -2, 9996, 2, 8
1500 , BANANAS, 4897, -22, 4896, 1, 1
1500 , PEARLS, 10004, -2, 10002, 1, 2
1600 , BANANAS, 4897, -23, 4891, 23, 6
1600 , PEARLS, 10004, -1, 9996, 1, 8
1700 , BANANAS, 4893, -2, 4890, 27, 3
1700 , PEARLS, 10005, -27, 9995, 27, 10
1800 , BANANAS, 4897, -27, 4891, 2, 6
1800 , PEARLS, 10004, -2, 9996, 2, 8
1900 , BANANAS, 4897, -31, 4890, 31, 7
1900 , PEARLS, 10004, -2, 9996, 2, 8
2000 , BANANAS, 4895, -7, 4890, 26, 5
2000 , PEARLS, 10002, -7, 9996, 1, 6
2100 , BANANAS, 4897, -23, 4890, 23, 7
2100 , PEARLS, 10005, -23, 9995, 23, 10
2200 , BANANAS, 4896, -32, 4890, 2, 6
2200 , PEARLS, 10004, -2, 9996, 2, 8
2300 , BANANAS, 4896, -24, 4890, 2, 6
2300 , PEARLS, 10004, -2, 9996, 2, 8
2400 , BANANAS, 4896, -25, 4894, 3, 2
2400 , PEARLS, 10004, -2, 9998, 4, 6
2500 , BANANAS, 4891, -5, 4890, 21, 1
2500 , PEARLS, 10004, -1, 9996, 1, 8
2600 , BANANAS, 4896, -25, 4889, 25, 7
2600 , PEARLS, 10005, -25, 9995, 25, 10
2700 , BANANAS, 4896, -25, 4890, 10, 6
2700 , PEARLS, 10004, -1, 9998, 4, 6
2800 , BANANAS, 4897, -29, 4895, 1, 2
2800 , PEARLS, 10005, -29, 9998, 5, 7
2900 , BANANAS, 4897, -25, 4891, 25, 6
2900 , PEARLS, 10004, -2, 10002, 10, 2
3000 , BANANAS, 4897, -31, 4891, 31, 6
3000 , PEARLS, 10004, -2, 9996, 2, 8
3100 , BANANAS, 4897, -2, 4891, 27, 6
3100 , PEARLS, 10004, -2, 9996, 2, 8
3200 , BANANAS, 4896, -6, 4891, 32, 5
3200 , PEARLS, 10002, -6, 9996, 2, 6
3300 , BANANAS, 4897, -2, 4891, 28, 6
3300 , PEARLS, 10004, -2, 9996, 2, 8
3400 , BANANAS, 4897, -2, 4891, 29, 6
3400 , PEARLS, 10004, -2, 9996, 2, 8
3500 , BANANAS, 4896, -9, 4891, 30, 5
3500 , PEARLS, 10002, -9, 9996, 2, 6
3600 , BANANAS, 4898, -21, 4891, 21, 7
3600 , PEARLS, 9998, -1, 9995, 21, 3
3700 , BANANAS, 4896, -6, 4892, 31, 4
3700 , PEARLS, 10000, -5, 9996, 2, 4
3800 , BANANAS, 4898, -1, 4892, 30, 6
3800 , PEARLS, 10004, -1, 10002, 1, 2
3900 , BANANAS, 4898, -25, 4893, 1, 5
3900 , PEARLS, 10005, -25, 9998, 1, 7
4000 , BANANAS, 4898, -29, 4892, 2, 6
4000 , PEARLS, 10004, -2, 10002, 9, 2
4100 , BANANAS, 4899, -24, 4892, 24, 7
4100 , PEARLS, 10004, -1, 9996, 1, 8
4200 , BANANAS, 4893, -10, 4892, 26, 1
4200 , PEARLS, 10004, -2, 9996, 2, 8
4300 , BANANAS, 4899, -31, 4892, 31, 7
4300 , PEARLS, 10004, -2, 9996, 2, 8
4400 , BANANAS, 4899, -27, 4892, 26, 7
4400 , PEARLS, 9998, -1, 9996, 1, 2
4500 , BANANAS, 4899, -27, 4892, 27, 7
4500 , PEARLS, 10005, -27, 9995, 27, 10
4600 , BANANAS, 4899, -22, 4893, 1, 6
4600 , PEARLS, 10004, -1, 9996, 1, 8
4700 , BANANAS, 4893, -8, 4892, 27, 1
4700 , PEARLS, 10004, -1, 9998, 4, 6
4800 , BANANAS, 4899, -25, 4898, 1, 1
4800 , PEARLS, 10004, -1, 10002, 3, 2
4900 , BANANAS, 4899, -22, 4893, 22, 6
4900 , PEARLS, 9998, -4, 9995, 22, 3
5000 , BANANAS, 4899, -23, 4893, 4, 6
5000 , PEARLS, 10004, -1, 9998, 3, 6
